year,month,usd
1999,5,1940
1999,5,1660
1999,5,1940
1999,5,1660
1999,5,1660
1999,5,1940
1999,5,1940
1999,5,1660
1999,5,1660
1999,5,830
1999,5,1110
1999,5,1660
1999,5,1660
1999,5,1660
1999,5,1940
1999,5,1660
1999,5,1110
1999,5,1110
1999,5,1940
1999,5,1940
1999,5,1110
1999,5,1660
1999,5,1660
1999,5,1660
1999,5,1940
1999,5,1660
1999,5,1660
1999,5,1660
1999,5,1110
1999,5,1390
1999,6,1940
1999,6,1390
1999,6,1390
1999,6,1940
1999,6,1660
1999,6,1110
1999,6,-1950
1999,6,830
1999,6,1940
1999,6,1660
1999,6,1390
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,3330
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1110
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,5840
1999,6,1660
1999,6,1390
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1110
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1390
1999,6,1660
1999,6,1390
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,830
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,830
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1660
1999,6,1390
1999,6,1390
1999,6,1390
1999,6,1390
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1390
1999,6,-1950
1999,6,-1950
1999,6,1660
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1390
1999,6,1940
1999,6,1390
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1390
1999,6,1390
1999,6,1660
1999,6,1660
1999,6,1940
1999,6,1940
1999,6,1940
1999,6,1110
1999,7,-280
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1660
1999,7,1390
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1660
1999,7,1660
1999,7,1940
1999,7,1660
1999,7,-1670
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1390
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1500
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,-1950
1999,7,1940
1999,7,1660
1999,7,10010
1999,7,1660
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,-1950
1999,7,1940
1999,7,1390
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,-1950
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1660
1999,7,1940
1999,7,1660
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,3890
1999,7,1660
1999,7,1390
1999,7,1940
1999,7,-560
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1390
1999,7,1390
1999,7,1390
1999,7,1390
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1390
1999,7,1940
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,830
1999,7,1390
1999,7,1390
1999,7,1940
1999,7,1110
1999,7,1660
1999,7,1390
1999,7,1940
1999,7,-1950
1999,7,12010
1999,7,1660
1999,7,1390
1999,7,1660
1999,7,1940
1999,7,1940
1999,7,1940
1999,7,1660
1999,7,1390
1999,7,1940
1999,7,1940
1999,7,1390
1999,8,-280
1999,8,1660
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1390
1999,8,1940
1999,8,-1950
1999,8,1940
1999,8,1390
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,-1670
1999,8,-1950
1999,8,1390
1999,8,3330
1999,8,3890
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1660
1999,8,1390
1999,8,1940
1999,8,1660
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,5340
1999,8,1940
1999,8,1940
1999,8,1660
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1390
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,830
1999,8,1390
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,1940
1999,8,-1670
1999,8,-280
1999,8,1390
1999,8,1940
1999,8,1940
1999,8,1940
1999,9,1390
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1660
1999,9,1390
1999,9,1940
1999,9,1390
1999,9,-1950
1999,9,1940
1999,9,1940
1999,9,1390
1999,9,1660
1999,9,1390
1999,9,1940
1999,9,1390
1999,9,1940
1999,9,1940
1999,9,1390
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1390
1999,9,1940
1999,9,550
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1110
1999,9,1390
1999,9,1390
1999,9,1940
1999,9,830
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,1940
1999,9,830
1999,9,1940
1999,9,1940
1999,10,-1950
1999,10,1940
1999,10,1390
1999,10,1940
1999,10,1940
1999,10,1390
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,5280
1999,10,-1950
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1390
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,-1950
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1390
1999,10,1940
1999,10,1940
1999,10,1940
1999,10,1390
1999,10,1940
1999,10,1940
1999,10,1390
1999,10,1390
1999,10,1940
1999,11,1940
1999,11,1940
1999,11,-1950
1999,11,1940
1999,11,1940
1999,11,1110
1999,11,830
1999,11,830
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1390
1999,11,1940
1999,11,1390
1999,11,1940
1999,11,1940
1999,11,-1400
1999,11,1940
1999,11,1940
1999,11,1390
1999,11,1940
1999,11,1390
1999,11,1940
1999,11,830
1999,11,830
1999,11,-1950
1999,11,1940
1999,11,1940
1999,11,1940
1999,11,1940
1999,12,1940
1999,12,1940
1999,12,1110
1999,12,1110
1999,12,1940
1999,12,1940
1999,12,1390
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1940
1999,12,1390
1999,12,1940
2000,1,-1950
2000,1,-1950
2000,1,-1950
2000,1,1390
2000,1,1940
2000,1,1390
2000,1,1940
2000,1,-1950
2000,1,1940
2000,1,1940
2000,1,1940
2000,1,1660
2000,1,1940
2000,1,1940
2000,1,1660
2000,1,1660
2000,1,1390
2000,1,1940
2000,1,1940
2000,1,1940
2000,1,1940
2000,1,1940
2000,1,1390
2000,1,1940
2000,1,1390
2000,1,1940
2000,1,1390
2000,1,1940
2000,2,1660
2000,2,1940
2000,2,830
2000,2,1940
2000,2,1940
2000,2,1940
2000,2,-1950
2000,2,-1950
2000,2,-1950
2000,2,-1950
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,1940
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,1940
2000,2,-1950
2000,2,1940
2000,2,3890
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,1940
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,550
2000,2,1110
2000,2,550
2000,2,1940
2000,2,1940
2000,2,550
2000,2,1940
2000,2,1940
2000,2,1390
2000,2,1940
2000,2,1660
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1390
2000,3,1940
2000,3,1940
2000,3,830
2000,3,830
2000,3,830
2000,3,1940
2000,3,1390
2000,3,1940
2000,3,1660
2000,3,1390
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,-1400
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1390
2000,3,1940
2000,3,1940
2000,3,1390
2000,3,1940
2000,3,1940
2000,3,1390
2000,3,1390
2000,3,1940
2000,3,1940
2000,3,830
2000,3,830
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1660
2000,3,1660
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,3,1940
2000,4,-1400
2000,4,1940
2000,4,5840
2000,4,1940
2000,4,1390
2000,4,1390
2000,4,1940
2000,4,1940
2000,4,1390
2000,4,1940
2000,4,-1950
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1940
2000,4,1390
2000,4,1940
2000,4,1390
2000,4,1940
2000,4,1940
2000,5,1390
2000,5,1940
2000,5,1390
2000,5,1390
2000,5,1940
2000,5,1940
2000,5,1940
2000,5,1940
2000,5,1390
2000,5,1940
2000,5,1390
2000,5,1390
2000,5,1390
2000,5,1940
2000,5,1940
2000,5,1940
2000,5,1660
2000,5,1940
2000,5,1660
2000,5,1660
2000,5,830
2000,5,1940
2000,5,1390
2000,5,1940
2000,5,1390
2000,5,1390
2000,5,1940
2000,6,-560
2000,6,1390
2000,6,1940
2000,6,1390
2000,6,2780
2000,6,1940
2000,6,4450
2000,6,5560
2000,6,1940
2000,6,1660
2000,6,2780
2000,6,1940
2000,6,2780
2000,6,1660
2000,6,1660
2000,6,2780
2000,6,2220
2000,6,1660
2000,6,2220
2000,6,1940
2000,6,1940
2000,6,2780
2000,6,1940
2000,7,26700
2000,7,5560
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2220
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1660
2000,7,1660
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1660
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,-1400
2000,7,-2790
2000,7,-1950
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1660
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1110
2000,7,1940
2000,7,2500
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1660
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,-840
2000,7,1660
2000,7,830
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2220
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1660
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,830
2000,7,830
2000,7,830
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,2780
2000,7,2780
2000,7,1940
2000,7,2780
2000,7,1940
2000,7,1940
2000,7,1940
2000,8,2780
2000,8,2780
2000,8,-840
2000,8,2780
2000,8,1940
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,1940
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,-4450
2000,8,-5570
2000,8,-840
2000,8,2780
2000,8,1660
2000,8,2780
2000,8,1940
2000,8,2780
2000,8,4450
2000,8,5560
2000,8,2780
2000,8,2780
2000,8,10560
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,-2790
2000,8,830
2000,8,1940
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,830
2000,8,1660
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,2780
2000,8,1940
2000,8,1940
2000,8,1940
2000,8,2780
2000,8,1940
2000,8,-10570
2000,8,10560
2000,8,1940
2000,8,2780
2000,8,1940
2000,8,1660
2000,8,2780
2000,8,2780
2000,8,2780
2000,8,1940
2000,8,2780
2000,8,830
2000,8,2780
2000,8,1940
2000,8,1940
2000,9,1940
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,2780
2000,9,-2790
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,2780
2000,9,1940
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,7780
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,1390
2000,9,830
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,-840
2000,9,2780
2000,9,1940
2000,9,550
2000,9,2780
2000,9,2780
2000,9,2780
2000,9,1940
2000,9,2780
2000,9,1940
2000,9,2780
2000,10,2500
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,1660
2000,10,1940
2000,10,1940
2000,10,2780
2000,10,2780
2000,10,1940
2000,10,1940
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,1660
2000,10,2780
2000,10,2780
2000,10,830
2000,10,2780
2000,10,1940
2000,10,18350
2000,10,2780
2000,10,-2230
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,2780
2000,10,1940
2000,11,1660
2000,11,1940
2000,11,1940
2000,11,1110
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,-840
2000,11,2780
2000,11,1940
2000,11,1660
2000,11,2780
2000,11,2780
2000,11,-840
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,2780
2000,11,1940
2000,11,2780
2000,11,2220
2000,11,1940
2000,12,2780
2000,12,2780
2000,12,1940
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,2780
2000,12,-2790
2000,12,2780
2000,12,2780
2000,12,1940
2000,12,2780
2000,12,2780
2000,12,1940
2000,12,2780
2000,12,1110
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,1940
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,1940
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,1,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,-2790
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,2,2780
2001,3,2780
2001,3,1660
2001,3,2780
2001,3,2780
2001,3,830
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,1940
2001,3,1940
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,2780
2001,3,1940
2001,3,2780
2001,3,2780
2001,4,2780
2001,4,1940
2001,4,830
2001,4,1660
2001,4,830
2001,4,2780
2001,4,2780
2001,4,2780
2001,4,2780
2001,4,2780
2001,4,2780
2001,4,1940
2001,4,1940
2001,4,2780
2001,4,1110
2001,4,4720
2001,4,2780
2001,4,2780
2001,4,2780
2001,4,1940
2001,4,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,1110
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,2780
2001,5,1940
2001,5,1660
2001,5,1940
2001,5,1940
2001,5,830
2001,6,1940
2001,6,1660
2001,6,1660
2001,6,2780
2001,6,1660
2001,6,1940
2001,6,1940
2001,6,2780
2001,6,1940
2001,7,1660
2001,7,2780
2001,7,1940
2001,7,1660
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,-2790
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1660
2001,7,13900
2001,7,1660
2001,7,1940
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1660
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,1940
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,1940
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,-1950
2001,7,2780
2001,7,1940
2001,7,1940
2001,7,1660
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,830
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,1940
2001,7,2780
2001,7,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1660
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,1940
2001,8,2780
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,1660
2001,8,1940
2001,8,2780
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,830
2001,8,1660
2001,8,2780
2001,8,1940
2001,8,830
2001,8,3890
2001,8,830
2001,8,1660
2001,8,-840
2001,8,-1670
2001,8,-2790
2001,8,1940
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,1940
2001,8,1940
2001,8,1940
2001,8,2780
2001,8,2780
2001,8,2780
2001,8,2780
2001,8,2780
